id,chunk_text,ticket_subject,ticket_type,ticket_priority,ticket_channel,ticket_status,product_purchased,date_ts,customer_satisfaction_rating,age_band,issue_family,issue_severity,needs_immediate_attention
2851,"Billing date preference. I was wondering if it is possible to change my billing date for LG Smart TV from the 15th to the 1st of the month. Just a preference, not urgent",Billing date preference,Billing inquiry,Low,Email,Closed,iPhone 15,1730419200,2,25-34,billing,low,false
4913,Urgent compatibility. I have a critical project due in 24 hours and need to urgently confirm if Fitbit Charge 6 works with iOS 17 before I purchase. This cannot wait,Urgent compatibility,Product inquiry,Critical,Web,Open,HP LaserJet Printer,1705276800,,55-64,product,urgent,true
4472,Future cancel inquiry. I am thinking about cancelling my Google Pixel 8 subscription at some point in the next few months. Can you let me know what the process involves?,Future cancel inquiry,Cancellation request,Low,Web,Pending Customer Response,Apple MacBook Pro,1730419200,2,45-54,cancellation,low,false
7902,Billing correction needed. There seems to be an error on my LG Smart TV account where I was charged $99.00 that I should not have been. I would like this amount returned to me,Billing correction needed,Refund request,Medium,Social media,Closed,Dell XPS Laptop,1705276800,,65+,refund,normal,false
351,Critical error. Getting a critical error 0x80070057 on HP LaserJet Printer every time I try to open it. Cannot get past the login screen. My entire team is blocked,Critical error,Technical issue,Critical,Email,Open,Sony WH-1000XM5,1708387200,,25-34,technical,urgent,true
7625,Trial charge. I think I was charged a small amount of $39.99 for a Amazon Echo trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Web,Pending Customer Response,iPhone 15,1730419200,1,45-54,refund,low,false
2907,"Pricing question. I am just curious about the difference in pricing between the LG Smart TV plans. I am not looking to change anything right now, just want to understand the options",Pricing question,Billing inquiry,Low,Web,Open,Samsung Galaxy S23,1709596800,,55-64,billing,low,false
5323,Demo request. I would like to schedule a demo of LG Smart TV this week if possible. We are close to a purchasing decision and want to see it in action first,Demo request,Product inquiry,High,Web,Closed,Adobe Creative Cloud,1712707200,4,35-44,product,urgent,false
4801,Emergency procurement. Our current system completely failed this morning and we urgently need to know if iPhone 15 can replace it for 100 users by tomorrow. Please respond today,Emergency procurement,Product inquiry,Critical,Phone,Closed,HP LaserJet Printer,1709596800,3,18-24,product,urgent,true
2506,Discount missing. I used a promo code when I signed up for LG Smart TV but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Phone,Open,Adobe Creative Cloud,1730419200,2,45-54,billing,normal,false
2621,Tax question. I have a question about the tax on my GoPro Hero invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Email,Pending Customer Response,Fitbit Charge 6,1712707200,2,18-24,billing,normal,false
7359,Refund status check. I submitted a refund request 30 days ago for LG Smart TV with ID REF-2024-789. Just checking on the status as I have not heard anything yet,Refund status check,Refund request,Medium,Web,Open,Apple MacBook Pro,1705276800,4,35-44,refund,normal,false
1115,Slow updates. Updates on Microsoft Office 365 take much longer than they used to. What used to take 5 minutes now takes 30. The device still works fine otherwise,Slow updates,Technical issue,Medium,Email,Open,Samsung Galaxy S23,1705276800,,25-34,technical,normal,false
2847,"Billing date preference. I was wondering if it is possible to change my billing date for Samsung Galaxy S23 from the 15th to the 1st of the month. Just a preference, not urgent",Billing date preference,Billing inquiry,Low,Phone,Pending Customer Response,Dell XPS Laptop,1708387200,4,25-34,billing,low,false
5937,Future consideration. I might be interested in Microsoft Office 365 at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Social media,Closed,Microsoft Office 365,1709596800,5,25-34,product,low,false
299,Service down. The LG Smart TV service is down for our whole office. We cannot process any orders or access customer data. This is costing us money right now,Service down,Technical issue,Critical,Phone,Closed,Google Pixel 8,1705276800,4,25-34,technical,urgent,true
1676,Account suspended. My GoPro Hero account was suspended for non-payment but I have proof that I paid. I cannot access any of my data and have a business deadline tomorrow,Account suspended,Billing inquiry,Critical,Phone,Open,LG Smart TV,1705276800,2,35-44,billing,urgent,true
6665,Defective product. My Autodesk AutoCAD stopped working after just 7 days of normal use. It is clearly defective and I would like a full refund of $79.00 please,Defective product,Refund request,High,Phone,Closed,Microsoft Office 365,1708387200,5,35-44,refund,urgent,false
7957,Stop future charges. I would like to make sure I am not charged for Google Pixel 8 next month. Please cancel the subscription before the next billing date on the 15th,Stop future charges,Cancellation request,Medium,Email,Open,Nintendo Switch,1705276800,4,35-44,cancellation,normal,false
5330,Demo request. I would like to schedule a demo of Adobe Creative Cloud this week if possible. We are close to a purchasing decision and want to see it in action first,Demo request,Product inquiry,High,Chat,Pending Customer Response,GoPro Hero,1705276800,3,25-34,product,urgent,false
7817,Overcharge query. I noticed my Amazon Echo bill was $29.99 higher than expected this month. I am not sure if this is an error or if there is a legitimate reason for the increase. Could you look into it?,Overcharge query,Billing inquiry,Medium,Chat,Closed,Fitbit Charge 6,1708387200,3,25-34,billing,normal,false
6850,Duplicate charge. I was charged twice for my GoPro Hero purchase. Both charges of $79.00 are on my credit card statement and I need the duplicate refunded as soon as possible,Duplicate charge,Refund request,High,Email,Closed,Autodesk AutoCAD,1709596800,4,25-34,refund,urgent,false
5594,Specification question. I have some questions about Amazon Echo specifications. Mainly I need to know the maximum battery capacity it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Chat,Closed,Adobe Creative Cloud,1712707200,2,18-24,product,normal,false
7578,Old purchase query. I bought Fitbit Charge 6 a while back and never really got around to using it. I know I am probably outside the return window but wanted to ask just in case,Old purchase query,Refund request,Low,Email,Closed,Dell XPS Laptop,1709596800,4,35-44,refund,low,false
230,Complete failure. My Dell XPS Laptop will not turn on at all. Shows error E101 and then goes black. I have a deadline today and cannot work without it,Complete failure,Technical issue,Critical,Phone,Open,Amazon Echo,1708387200,2,25-34,technical,urgent,true
77,Data loss. We have lost critical data on Samsung Galaxy S23. Files from the past 30 days are completely gone. We have a client presentation tomorrow and this is a disaster,Data loss,Technical issue,Critical,Chat,Open,Amazon Echo,1730419200,4,65+,technical,urgent,true
4055,Switching provider. Please cancel my HP LaserJet Printer subscription. I have found another solution that works better for my needs. Would like the cancellation confirmed by email,Switching provider,Cancellation request,Medium,Phone,Closed,Dell XPS Laptop,1708387200,2,45-54,cancellation,normal,false
5837,Bundle deals. I am interested in purchasing Amazon Echo along with some accessories. Are there any bundle deals available that would be more economical?,Bundle deals,Product inquiry,Medium,Chat,Open,HP LaserJet Printer,1709596800,4,35-44,product,normal,false
8175,Casual refund inquiry. I bought Dell XPS Laptop a few months back and just never got around to using it. I realize it might be too late for a return but thought I would ask about my options,Casual refund inquiry,Refund request,Low,Web,Closed,Apple MacBook Pro,1712707200,1,55-64,refund,low,false
5905,"Casual inquiry. I was just browsing and came across iPhone 15. Out of curiosity, what does it actually do? I am not planning a purchase, just interested to learn more",Casual inquiry,Product inquiry,Low,Social media,Pending Customer Response,Dell XPS Laptop,1709596800,3,45-54,product,low,false
2104,Wrong amount billed. My invoice shows $149.99 but my contract says $29.99 per month. This has been wrong for 6 months. I need the overcharges corrected,Wrong amount billed,Billing inquiry,High,Email,Closed,Sony WH-1000XM5,1705276800,4,25-34,billing,urgent,false
6606,Months of wrong charges. I have been incorrectly charged for Dell XPS Laptop for 3 months without realizing it. The total is $1299.00. I need a full refund of all these charges,Months of wrong charges,Refund request,Critical,Chat,Closed,Samsung Galaxy S23,1705276800,1,25-34,refund,urgent,true
3934,Standard cancellation. I would like to cancel my Sony WH-1000XM5 subscription at the end of this billing period. I no longer need the service and want to stop the monthly charge,Standard cancellation,Cancellation request,Medium,Social media,Open,Dell XPS Laptop,1709596800,,35-44,cancellation,normal,false
3773,Cancellation not processed. I requested cancellation 5 days ago and received a confirmation but I was charged again this month. Please actually cancel my account this time,Cancellation not processed,Cancellation request,High,Chat,Open,GoPro Hero,1730419200,,65+,cancellation,urgent,false
3609,Auto renewal dispute. My Apple MacBook Pro subscription renewed automatically and charged me $49.99 even though I tried to cancel last month. I want a cancellation and refund,Auto renewal dispute,Cancellation request,High,Chat,Open,Autodesk AutoCAD,1705276800,1,55-64,cancellation,urgent,false
7295,Accidental purchase. I accidentally bought the wrong Amazon Echo version and need a refund so I can buy the right one. The amount is $149.99 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Chat,Closed,Adobe Creative Cloud,1709596800,4,55-64,refund,normal,false
5827,Bundle deals. I am interested in purchasing Dell XPS Laptop along with some accessories. Are there any bundle deals available that would be more economical?,Bundle deals,Product inquiry,Medium,Web,Open,Fitbit Charge 6,1708387200,1,55-64,product,normal,false
7891,Unexpected invoice. I received an invoice for Samsung Galaxy S23 that I was not expecting. The amount is $49.99 and I need to understand what it is for before I can approve payment,Unexpected invoice,Billing inquiry,Medium,Chat,Pending Customer Response,Nintendo Switch,1708387200,2,65+,billing,normal,false
1615,Large unauthorized charge. There is a charge of $599.99 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Web,Pending Customer Response,GoPro Hero,1709596800,3,55-64,billing,urgent,true
608,Network problem. My Fitbit Charge 6 keeps dropping the connection every hour or so. I have to restart it each time which interrupts my work. Have tried resetting the router already,Network problem,Technical issue,High,Email,Open,Microsoft Office 365,1705276800,,45-54,technical,urgent,false
7385,Refund status check. I submitted a refund request 7 days ago for Autodesk AutoCAD with ID REF-2024-045. Just checking on the status as I have not heard anything yet,Refund status check,Refund request,Medium,Email,Pending Customer Response,Microsoft Office 365,1730419200,3,18-24,refund,normal,false
7110,Forgot to cancel. I forgot to cancel my Autodesk AutoCAD subscription before it renewed and got charged $29.99. I have not used the service this period and would like a refund if possible,Forgot to cancel,Refund request,Medium,Email,Closed,Dell XPS Laptop,1712707200,2,35-44,refund,normal,false
1094,Battery concern. My Samsung Galaxy S23 battery seems to drain a bit faster than it used to. Goes from full to empty in about 5 hours instead of 7. Still manageable but wanted to flag it,Battery concern,Technical issue,Medium,Phone,Pending Customer Response,iPhone 15,1708387200,3,65+,technical,normal,false
3435,Stop all charges. Please stop all charges to my account for Nintendo Switch immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Chat,Open,Samsung Galaxy S23,1712707200,,25-34,cancellation,urgent,true
2623,Tax question. I have a question about the tax on my Amazon Echo invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Email,Pending Customer Response,Dell XPS Laptop,1705276800,5,35-44,billing,normal,false
7800,"Minor dissatisfaction. I am mostly happy with Microsoft Office 365 but one feature does not work quite as I expected. I am not looking for a full refund, just wondering if any partial credit is possible",Minor dissatisfaction,Refund request,Low,Chat,Closed,Sony WH-1000XM5,1712707200,,45-54,refund,low,false
8221,Cancellation needed soon. I need to cancel my Fitbit Charge 6 subscription before it renews next week. I have been meaning to do this for a while. Please process the cancellation when you get a chance,Cancellation needed soon,Cancellation request,Medium,Email,Open,Autodesk AutoCAD,1712707200,,18-24,cancellation,normal,false
7972,Stop future charges. I would like to make sure I am not charged for Nintendo Switch next month. Please cancel the subscription before the next billing date on the 15th,Stop future charges,Cancellation request,Medium,Social media,Closed,Microsoft Office 365,1709596800,4,65+,cancellation,normal,false
204,Complete failure. My iPhone 15 will not turn on at all. Shows error 404_DEVICE and then goes black. I have a deadline today and cannot work without it,Complete failure,Technical issue,Critical,Email,Pending Customer Response,Nintendo Switch,1730419200,3,35-44,technical,urgent,true
2388,Invoice needed. I need an official invoice for my LG Smart TV purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Phone,Closed,Microsoft Office 365,1708387200,4,18-24,billing,normal,false
4032,Switching provider. Please cancel my GoPro Hero subscription. I have found another solution that works better for my needs. Would like the cancellation confirmed by email,Switching provider,Cancellation request,Medium,Phone,Pending Customer Response,GoPro Hero,1730419200,2,55-64,cancellation,normal,false
4830,Urgent compatibility. I have a critical project due in 24 hours and need to urgently confirm if Fitbit Charge 6 works with iOS 17 before I purchase. This cannot wait,Urgent compatibility,Product inquiry,Critical,Email,Open,Adobe Creative Cloud,1730419200,3,35-44,product,urgent,true
838,Intermittent issue. My Adobe Creative Cloud sometimes freezes for a few seconds then comes back. Happens maybe twice a day. A bit annoying but I can work around it for now,Intermittent issue,Technical issue,Medium,Chat,Pending Customer Response,Dell XPS Laptop,1712707200,3,18-24,technical,normal,false
2935,"Pricing question. I am just curious about the difference in pricing between the GoPro Hero plans. I am not looking to change anything right now, just want to understand the options",Pricing question,Billing inquiry,Low,Social media,Open,Samsung Galaxy S23,1712707200,1,25-34,billing,low,false
5045,Same day decision. I need to make a purchasing decision on Sony WH-1000XM5 today as our budget expires at end of business. Can someone call me back within the hour?,Same day decision,Product inquiry,Critical,Social media,Pending Customer Response,Adobe Creative Cloud,1705276800,2,35-44,product,urgent,true
2436,Proration confusion. I upgraded my plan last month and got a prorated charge of $149.99 that I do not fully understand. Can someone explain how this was calculated?,Proration confusion,Billing inquiry,Medium,Web,Open,HP LaserJet Printer,1708387200,1,35-44,billing,normal,false
1231,"Cosmetic glitch. I noticed the icon for Autodesk AutoCAD looks slightly pixelated on my desktop. Everything works perfectly fine, just does not look great. No rush on this at all",Cosmetic glitch,Technical issue,Low,Phone,Open,Dell XPS Laptop,1712707200,5,45-54,technical,low,false
6384,Multiple unauthorized charges. I found 14 unauthorized charges for Samsung Galaxy S23 on my account totaling $599.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Social media,Open,Nintendo Switch,1709596800,4,45-54,refund,urgent,true
5672,Warranty inquiry. I would like to understand the warranty terms for GoPro Hero before I decide to purchase. What is covered and for how long?,Warranty inquiry,Product inquiry,Medium,Web,Open,iPhone 15,1709596800,1,35-44,product,normal,false
1610,Large unauthorized charge. There is a charge of $599.99 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Phone,Closed,Amazon Echo,1708387200,5,45-54,billing,urgent,true
7857,Unexpected invoice. I received an invoice for Fitbit Charge 6 that I was not expecting. The amount is $29.99 and I need to understand what it is for before I can approve payment,Unexpected invoice,Billing inquiry,Medium,Chat,Closed,Sony WH-1000XM5,1709596800,5,18-24,billing,normal,false
3804,Cancellation not processed. I requested cancellation 5 days ago and received a confirmation but I was charged again this month. Please actually cancel my account this time,Cancellation not processed,Cancellation request,High,Email,Closed,Apple MacBook Pro,1709596800,2,45-54,cancellation,urgent,false
5287,Bulk purchase. I am looking to purchase Apple MacBook Pro for 15 users and need a formal quote. We have a procurement deadline at the end of the week,Bulk purchase,Product inquiry,High,Social media,Open,Fitbit Charge 6,1730419200,5,25-34,product,urgent,false
4950,Same day decision. I need to make a purchasing decision on Autodesk AutoCAD today as our budget expires at end of business. Can someone call me back within the hour?,Same day decision,Product inquiry,Critical,Web,Closed,Samsung Galaxy S23,1709596800,4,65+,product,urgent,true
7300,Accidental purchase. I accidentally bought the wrong Samsung Galaxy S23 version and need a refund so I can buy the right one. The amount is $49.99 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Phone,Open,Autodesk AutoCAD,1705276800,1,25-34,refund,normal,false
2733,"Receipt copy. Could I get a copy of my Apple MacBook Pro receipt from 2024-03-05 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Chat,Open,GoPro Hero,1712707200,2,18-24,billing,low,false
7338,Refund status check. I submitted a refund request 30 days ago for Fitbit Charge 6 with ID REF-2024-333. Just checking on the status as I have not heard anything yet,Refund status check,Refund request,Medium,Social media,Open,Microsoft Office 365,1708387200,1,45-54,refund,normal,false
3626,Auto renewal dispute. My Samsung Galaxy S23 subscription renewed automatically and charged me $149.99 even though I tried to cancel last month. I want a cancellation and refund,Auto renewal dispute,Cancellation request,High,Email,Pending Customer Response,HP LaserJet Printer,1712707200,2,35-44,cancellation,urgent,false
6870,Refund not received. I requested a refund 10 days ago with reference REF-2024-789 but still have not received anything. The money should have been back by now,Refund not received,Refund request,High,Phone,Pending Customer Response,Apple MacBook Pro,1730419200,1,65+,refund,urgent,false
6791,Duplicate charge. I was charged twice for my Google Pixel 8 purchase. Both charges of $29.99 are on my credit card statement and I need the duplicate refunded as soon as possible,Duplicate charge,Refund request,High,Web,Open,GoPro Hero,1730419200,1,25-34,refund,urgent,false
5577,Specification question. I have some questions about Dell XPS Laptop specifications. Mainly I need to know the maximum processing speed it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Social media,Closed,Dell XPS Laptop,1708387200,4,45-54,product,normal,false
4323,Trial cancel. I signed up for the Dell XPS Laptop free trial just to have a look. I have decided it is not quite what I need and would like to cancel before any charge happens,Trial cancel,Cancellation request,Low,Web,Closed,Apple MacBook Pro,1705276800,5,25-34,cancellation,low,false
3502,Stop all charges. Please stop all charges to my account for Nintendo Switch immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Email,Pending Customer Response,Autodesk AutoCAD,1712707200,1,45-54,cancellation,urgent,true
4077,Plan downgrade. I want to cancel my premium GoPro Hero plan and switch to the basic free version. I do not use enough of the features to justify the monthly cost,Plan downgrade,Cancellation request,Medium,Web,Closed,Autodesk AutoCAD,1708387200,2,18-24,cancellation,normal,false
7026,Standard return. I would like to return my Amazon Echo and get a refund. It is not quite what I expected but it works fine. I am within the return window so hoping this is straightforward,Standard return,Refund request,Medium,Email,Pending Customer Response,Apple MacBook Pro,1709596800,4,25-34,refund,normal,false
3438,Stop all charges. Please stop all charges to my account for Autodesk AutoCAD immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Web,Pending Customer Response,Samsung Galaxy S23,1712707200,2,65+,cancellation,urgent,true
3694,Unresolved issues. I want to cancel my Samsung Galaxy S23 subscription. I have had ongoing technical issues for 4 months that have not been fixed despite multiple support tickets,Unresolved issues,Cancellation request,High,Social media,Closed,Adobe Creative Cloud,1730419200,3,55-64,cancellation,urgent,false
4276,Budget reduction. I need to cancel my Google Pixel 8 subscription as part of reducing my monthly expenses. Please process this before the next billing date on the 15th,Budget reduction,Cancellation request,Medium,Email,Pending Customer Response,Nintendo Switch,1705276800,,55-64,cancellation,normal,false
658,Installation failure. Cannot get Microsoft Office 365 installed on my new computer. Tried 5 times and it keeps failing at the same step with error ERR_CONNECTION. Need this working soon,Installation failure,Technical issue,High,Web,Pending Customer Response,Samsung Galaxy S23,1705276800,3,25-34,technical,urgent,false
791,Intermittent issue. My Samsung Galaxy S23 sometimes freezes for a few seconds then comes back. Happens maybe twice a day. A bit annoying but I can work around it for now,Intermittent issue,Technical issue,Medium,Chat,Open,Samsung Galaxy S23,1705276800,2,18-24,technical,normal,false
6253,Large fraudulent charge. I have been charged $749.99 for iPhone 15 that I never purchased. This is a huge amount and has caused me serious financial difficulty. I need this refunded today,Large fraudulent charge,Refund request,Critical,Web,Closed,GoPro Hero,1730419200,1,35-44,refund,urgent,true
7163,Forgot to cancel. I forgot to cancel my iPhone 15 subscription before it renewed and got charged $99.00. I have not used the service this period and would like a refund if possible,Forgot to cancel,Refund request,Medium,Email,Pending Customer Response,Amazon Echo,1705276800,4,35-44,refund,normal,false
6920,Refund not received. I requested a refund 10 days ago with reference REF-2024-001 but still have not received anything. The money should have been back by now,Refund not received,Refund request,High,Web,Pending Customer Response,HP LaserJet Printer,1705276800,3,18-24,refund,urgent,false
7790,"Minor dissatisfaction. I am mostly happy with Dell XPS Laptop but one feature does not work quite as I expected. I am not looking for a full refund, just wondering if any partial credit is possible",Minor dissatisfaction,Refund request,Low,Social media,Open,Google Pixel 8,1709596800,1,55-64,refund,low,false
2562,Discount missing. I used a promo code when I signed up for Google Pixel 8 but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Social media,Open,iPhone 15,1712707200,5,65+,billing,normal,false
2641,Tax question. I have a question about the tax on my Adobe Creative Cloud invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Web,Closed,Sony WH-1000XM5,1712707200,3,65+,billing,normal,false
1360,"General question. I am trying to figure out the best settings for Samsung Galaxy S23 to optimize battery life. Everything is working fine, just want to get the most out of it",General question,Technical issue,Low,Social media,Open,Sony WH-1000XM5,1709596800,2,55-64,technical,low,false
6654,Defective product. My Microsoft Office 365 stopped working after just 14 days of normal use. It is clearly defective and I would like a full refund of $59.99 please,Defective product,Refund request,High,Phone,Closed,Adobe Creative Cloud,1708387200,1,45-54,refund,urgent,false
7551,Old purchase query. I bought Amazon Echo a while back and never really got around to using it. I know I am probably outside the return window but wanted to ask just in case,Old purchase query,Refund request,Low,Chat,Pending Customer Response,Autodesk AutoCAD,1730419200,1,25-34,refund,low,false
2348,Invoice needed. I need an official invoice for my Microsoft Office 365 purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Phone,Closed,Microsoft Office 365,1712707200,4,18-24,billing,normal,false
5703,Upgrade path. I have an older version of LG Smart TV and am considering upgrading. What are the main new features in the latest version and what is the upgrade price?,Upgrade path,Product inquiry,Medium,Email,Pending Customer Response,Sony WH-1000XM5,1708387200,4,35-44,product,normal,false
5959,Future consideration. I might be interested in LG Smart TV at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Email,Closed,iPhone 15,1730419200,3,35-44,product,low,false
2782,"Receipt copy. Could I get a copy of my Adobe Creative Cloud receipt from 2024-01-15 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Email,Closed,Google Pixel 8,1730419200,3,35-44,billing,low,false
8208,Cancellation needed soon. I need to cancel my Apple MacBook Pro subscription before it renews next week. I have been meaning to do this for a while. Please process the cancellation when you get a chance,Cancellation needed soon,Cancellation request,Medium,Email,Closed,GoPro Hero,1730419200,5,25-34,cancellation,normal,false
6176,"Feature curiosity. I was just wondering whether Google Pixel 8 supports offline mode. Not planning to buy anything right now, just curious about the capability",Feature curiosity,Product inquiry,Low,Social media,Open,Sony WH-1000XM5,1730419200,5,25-34,product,low,false
6386,Multiple unauthorized charges. I found 2 unauthorized charges for Apple MacBook Pro on my account totaling $599.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Social media,Open,GoPro Hero,1705276800,,55-64,refund,urgent,true
3785,Cancellation not processed. I requested cancellation 30 days ago and received a confirmation but I was charged again this month. Please actually cancel my account this time,Cancellation not processed,Cancellation request,High,Email,Open,Apple MacBook Pro,1712707200,,45-54,cancellation,urgent,false
6359,Multiple unauthorized charges. I found 10 unauthorized charges for Sony WH-1000XM5 on my account totaling $599.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Chat,Closed,HP LaserJet Printer,1708387200,4,35-44,refund,urgent,true
7336,Refund status check. I submitted a refund request 2 days ago for Samsung Galaxy S23 with ID REF-2024-045. Just checking on the status as I have not heard anything yet,Refund status check,Refund request,Medium,Social media,Closed,Fitbit Charge 6,1709596800,5,45-54,refund,normal,false
5557,Specification question. I have some questions about Sony WH-1000XM5 specifications. Mainly I need to know the maximum resolution it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Phone,Open,Nintendo Switch,1712707200,2,65+,product,normal,false
616,Network problem. My HP LaserJet Printer keeps dropping the connection every hour or so. I have to restart it each time which interrupts my work. Have tried resetting the router already,Network problem,Technical issue,High,Email,Open,Adobe Creative Cloud,1708387200,2,55-64,technical,urgent,false
2576,Tax question. I have a question about the tax on my Amazon Echo invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Chat,Open,Apple MacBook Pro,1705276800,5,45-54,billing,normal,false
6427,Multiple unauthorized charges. I found 10 unauthorized charges for HP LaserJet Printer on my account totaling $1299.00. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Web,Pending Customer Response,Autodesk AutoCAD,1730419200,3,35-44,refund,urgent,true
2315,Unexpected charge. I received an unexpected charge of $29.99 for iPhone 15 that I was not notified about. I did not agree to any price increase. Need clarification urgently,Unexpected charge,Billing inquiry,High,Chat,Pending Customer Response,Apple MacBook Pro,1709596800,3,45-54,billing,urgent,false
3341,Urgent account closure. I need my GoPro Hero account closed today. There has been suspicious activity and I do not feel safe keeping the account open. Please act on this urgently,Urgent account closure,Cancellation request,Critical,Web,Closed,iPhone 15,1708387200,3,45-54,cancellation,urgent,true
1706,Account suspended. My iPhone 15 account was suspended for non-payment but I have proof that I paid. I cannot access any of my data and have a business deadline tomorrow,Account suspended,Billing inquiry,Critical,Phone,Pending Customer Response,HP LaserJet Printer,1705276800,2,55-64,billing,urgent,true
5961,Future consideration. I might be interested in Nintendo Switch at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Email,Open,Dell XPS Laptop,1730419200,,45-54,product,low,false
4061,Plan downgrade. I want to cancel my premium HP LaserJet Printer plan and switch to the basic free version. I do not use enough of the features to justify the monthly cost,Plan downgrade,Cancellation request,Medium,Email,Open,Apple MacBook Pro,1705276800,,65+,cancellation,normal,false
7164,Forgot to cancel. I forgot to cancel my Nintendo Switch subscription before it renewed and got charged $99.00. I have not used the service this period and would like a refund if possible,Forgot to cancel,Refund request,Medium,Social media,Closed,Fitbit Charge 6,1708387200,,45-54,refund,normal,false
1781,Fraudulent charges. I see several charges on my account totaling $749.99 that I did not make. My card details may have been stolen. I need all transactions frozen now,Fraudulent charges,Billing inquiry,Critical,Social media,Closed,Fitbit Charge 6,1712707200,,35-44,billing,urgent,true
4937,Urgent compatibility. I have a critical project due in 24 hours and need to urgently confirm if HP LaserJet Printer works with Windows 11 before I purchase. This cannot wait,Urgent compatibility,Product inquiry,Critical,Social media,Closed,Autodesk AutoCAD,1730419200,2,25-34,product,urgent,true
804,Intermittent issue. My Amazon Echo sometimes freezes for a few seconds then comes back. Happens maybe twice a day. A bit annoying but I can work around it for now,Intermittent issue,Technical issue,Medium,Phone,Closed,Microsoft Office 365,1712707200,,35-44,technical,normal,false
858,Software bug. There is a bug in iPhone 15 where the formatting gets messed up when I paste text. Does not happen every time. I found a workaround but it is a bit tedious,Software bug,Technical issue,Medium,Chat,Pending Customer Response,LG Smart TV,1709596800,3,55-64,technical,normal,false
6558,Months of wrong charges. I have been incorrectly charged for LG Smart TV for 6 months without realizing it. The total is $999.00. I need a full refund of all these charges,Months of wrong charges,Refund request,Critical,Social media,Closed,Microsoft Office 365,1730419200,5,25-34,refund,urgent,true
4903,Urgent compatibility. I have a critical project due in 24 hours and need to urgently confirm if LG Smart TV works with Windows 11 before I purchase. This cannot wait,Urgent compatibility,Product inquiry,Critical,Chat,Pending Customer Response,Amazon Echo,1712707200,3,55-64,product,urgent,true
991,Display issue. There is a small flickering in the bottom corner of my GoPro Hero screen. Only noticeable on white backgrounds. Does not really affect my work,Display issue,Technical issue,Medium,Chat,Closed,Fitbit Charge 6,1709596800,,35-44,technical,normal,false
5654,Warranty inquiry. I would like to understand the warranty terms for Nintendo Switch before I decide to purchase. What is covered and for how long?,Warranty inquiry,Product inquiry,Medium,Email,Open,Sony WH-1000XM5,1709596800,,25-34,product,normal,false
7227,Partial refund. I only used Adobe Creative Cloud for 7 days before switching to something else. I would like to request a partial refund for the unused portion of my subscription,Partial refund,Refund request,Medium,Email,Closed,Adobe Creative Cloud,1708387200,,25-34,refund,normal,false
4052,Switching provider. Please cancel my Nintendo Switch subscription. I have found another solution that works better for my needs. Would like the cancellation confirmed by email,Switching provider,Cancellation request,Medium,Web,Pending Customer Response,Samsung Galaxy S23,1709596800,4,35-44,cancellation,normal,false
5940,Future consideration. I might be interested in Amazon Echo at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Chat,Pending Customer Response,HP LaserJet Printer,1705276800,5,35-44,product,low,false
